user_id,date,validity_type_bad,bounce_type_soft,bounce_type_hard,bounce_type_other,paycheck_amount_gross,type_of_income,account_number,type_of_loan,autopay_check,bankruptcy_check,deferral_check,customer_account_age,collateral_check,homeowner_check,target_variable,state,type_of_address,branch_distance,user_age,credit_score,plans_count,retired_check,freq_payment,job_duration
63468,10/26/2019,0,0,0,0,2985,12,1010388,12,0,0,0,3,0,0,0,AZ,P,18,50 years,490,6,0,3,29 years
47409,10/25/2019,0,0,0,0,1409,22,1114852,9,1,0,0,5,0,1,0,AZ,P,55,31 years,490,2,0,2,9 years
62711,10/24/2019,0,0,0,0,2776,3,1757436,7,0,0,0,2,0,1,0,TX,P,56,43 years,490,4,0,1,24 years
41112,10/21/2019,0,1,0,0,2417,32,4700305,20,0,0,0,2,0,0,0,TX,P,45,36 years,490,7,0,4,16 years
95488,12/31/2019,0,0,0,0,1459,14,2307101,9,0,1,1,4,0,0,0,TX,M,31,24 years,490,4,0,2,6 years
35900,12/30/2019,0,0,0,0,4540,9,4464862,9,0,0,0,1,0,0,0,AZ,P,57,41 years,490,4,0,1,22 years
97116,12/22/2019,0,0,0,0,2529,20,7257742,13,0,0,0,1,0,0,0,AZ,M,45,33 years,491,6,0,2,14 years
6923,12-03-19,0,0,0,0,3038,13,4075843,32,1,0,0,1,0,0,0,TX,M,20,55 years,491,1,0,1,34 years
4780,12-01-19,0,0,0,0,2174,22,4185906,28,0,0,1,5,0,0,0,TX,P,60,32 years,491,7,0,3,14 years
90533,11/29/2019,1,0,0,0,4854,25,4114455,7,0,0,0,1,0,0,0,FL,P,19,43 years,491,4,0,4,24 years
48240,11/23/2019,0,0,0,0,971,4,3431648,14,0,0,0,3,0,0,0,AZ,M,34,38 years,491,4,0,1,18 years
37106,11/18/2019,0,0,0,0,1509,11,3421196,7,0,0,0,4,0,1,0,AZ,M,26,42 years,491,3,0,2,20 years
57362,11/17/2019,0,0,0,0,1207,25,7493337,30,0,0,0,5,0,1,0,TX,M,44,31 years,491,7,0,3,6 years
74282,10/31/2019,0,0,0,0,3073,11,7374737,27,0,0,0,4,0,1,0,AZ,M,37,50 years,491,7,0,2,32 years
95038,10/25/2019,1,1,0,0,3775,25,5454068,30,0,0,0,5,0,0,0,CA,M,44,45 years,491,6,0,4,20 years
79744,10/24/2019,0,0,0,0,1118,31,7235650,15,1,0,0,3,0,0,0,TX,P,8,31 years,491,3,0,4,12 years
5732,10/23/2019,0,0,0,0,2525,23,3621336,8,0,0,0,1,0,1,0,TX,P,29,46 years,491,7,0,1,23 years
37466,10/23/2019,0,0,0,0,4804,8,2440679,28,0,0,0,5,0,0,0,TX,M,4,38 years,491,4,0,4,15 years
43045,12/25/2019,0,0,0,0,2017,10,3677788,22,0,0,0,5,0,0,0,AZ,P,1,45 years,491,5,1,2,24 years
52165,12/20/2019,0,0,0,0,3440,16,2088183,26,0,0,0,4,0,0,0,AZ,P,39,51 years,491,6,0,3,29 years
71961,12/19/2019,0,0,0,0,4945,17,2786704,30,1,0,0,4,0,0,0,AZ,P,5,38 years,491,4,0,1,15 years
39433,12-10-19,0,0,0,0,3129,16,2430641,14,1,0,0,2,0,0,0,AZ,P,5,50 years,491,4,0,2,27 years
56148,12-09-19,0,0,0,0,2232,23,2534833,8,0,0,0,5,0,0,0,TX,M,31,52 years,491,1,0,2,33 years
24976,12-02-19,1,0,0,0,4563,24,6276478,13,0,0,0,5,0,1,0,AZ,P,45,31 years,491,6,0,2,8 years
10461,11/23/2019,0,0,0,0,3320,22,1053104,8,0,0,0,1,0,0,0,AZ,M,28,52 years,491,2,0,1,34 years
94296,11/21/2019,0,0,0,0,2536,3,3262248,9,0,0,0,3,0,0,0,AZ,P,23,56 years,491,1,0,1,35 years
33599,11/13/2019,0,0,0,0,1454,6,2880334,20,0,0,0,3,0,1,0,TX,M,21,39 years,491,8,0,1,16 years
38798,11-07-19,0,0,0,0,2674,24,4646856,12,0,0,0,1,0,0,0,AZ,M,32,52 years,492,4,0,1,27 years
40470,11-03-19,0,0,0,0,2080,12,5364616,14,0,0,0,3,0,0,0,TX,P,39,31 years,492,5,0,1,6 years
57972,11-01-19,1,0,0,0,1152,10,5182444,24,0,0,0,4,0,0,0,TX,M,26,24 years,492,8,0,2,6 years
5341,10/29/2019,0,0,0,0,2838,24,6807910,10,0,0,0,1,0,0,0,TX,M,42,29 years,492,3,0,4,11 years
31408,10/29/2019,0,0,1,0,1805,18,4590366,27,0,0,1,3,0,0,0,TX,P,12,52 years,492,2,0,1,33 years
61787,10/28/2019,0,0,0,0,3676,16,1328665,18,0,0,0,4,0,1,0,AZ,M,30,21 years,492,2,0,3,3 years
57326,10/22/2019,1,0,0,0,512,90,7505582,20,0,0,0,1,1,1,0,GA,P,58,49 years,492,4,0,4,27 years
34055,12/31/2019,0,0,0,0,2970,5,4110747,30,0,0,1,2,0,1,0,TX,P,9,46 years,492,2,0,1,24 years
3936,12/29/2019,0,0,0,0,2247,11,5418966,20,0,0,0,5,0,0,0,TX,P,43,44 years,492,4,0,3,26 years
65128,12/28/2019,0,0,0,0,4899,26,3727963,11,1,0,0,3,0,0,0,AZ,P,18,37 years,492,3,1,3,13 years
98691,12/26/2019,0,0,0,0,2270,27,7057499,18,0,0,0,1,0,0,0,TX,M,29,46 years,492,4,0,2,27 years
59832,12/19/2019,0,0,0,0,2768,14,2363029,24,0,0,0,1,0,0,0,TX,M,53,32 years,492,2,0,2,9 years
82291,12/15/2019,0,0,0,0,3631,10,2544954,24,0,0,0,4,0,0,0,AZ,M,21,48 years,492,3,0,2,30 years
4809,12-11-19,0,0,0,0,2413,22,6591878,22,0,0,0,5,0,0,0,AZ,M,32,32 years,492,3,0,3,7 years
44293,12-01-19,0,0,0,0,3028,90,6145022,12,0,0,0,5,1,1,0,AZ,P,51,53 years,493,3,0,2,34 years
88444,11/25/2019,1,0,0,0,1532,13,6615498,27,0,0,0,5,0,0,0,TX,M,4,47 years,493,1,0,3,29 years
18688,11/19/2019,0,0,0,0,4825,21,7932046,32,0,0,0,2,0,0,0,AZ,P,5,45 years,493,6,0,3,23 years
11383,11/18/2019,0,0,1,0,4499,14,7227458,9,0,0,0,2,0,1,0,TX,P,52,33 years,493,4,0,3,11 years
15545,11/15/2019,0,0,0,0,657,22,4600650,10,0,0,0,4,0,1,0,AZ,P,50,47 years,493,2,0,1,24 years
32709,11/15/2019,0,0,1,0,2905,4,4765573,10,0,0,0,5,0,1,0,AZ,M,1,55 years,493,3,0,2,34 years
1209,11/15/2019,0,0,0,0,976,31,4340631,11,0,0,0,5,0,0,0,TX,M,58,42 years,493,5,0,4,19 years
42677,11-10-19,0,0,0,0,3059,31,4781163,28,1,0,0,2,0,1,0,TX,P,16,48 years,493,5,0,4,27 years
32365,11-08-19,0,0,0,0,1443,22,4798217,10,0,0,0,4,0,1,0,AZ,M,59,58 years,493,4,1,2,35 years
84223,10/30/2019,0,0,0,0,4691,30,5811564,9,0,0,0,4,0,0,0,AZ,P,54,55 years,493,4,0,3,30 years
84594,12/27/2019,0,0,0,0,3574,16,1583750,13,0,0,0,3,0,0,0,AZ,P,55,22 years,493,2,0,2,1 years
8662,12/26/2019,0,0,0,0,3581,21,2587335,14,1,0,0,4,0,1,0,AZ,M,4,50 years,493,4,0,3,30 years
56532,12/20/2019,0,0,0,0,2944,1,6061760,32,0,0,0,1,0,0,0,AZ,M,29,56 years,493,1,0,3,31 years
35332,12/18/2019,1,0,0,0,3467,21,6831362,10,0,0,0,3,0,0,0,GA,P,35,41 years,493,7,0,2,23 years
64316,12/15/2019,0,0,0,1,1944,7,2425864,26,0,0,0,2,0,0,0,TX,M,22,46 years,493,5,0,2,26 years
6423,12/14/2019,1,0,0,0,3270,5,2911640,14,0,0,0,2,0,0,0,NJ,P,54,32 years,493,3,0,3,13 years
69,12/14/2019,0,0,0,0,2963,21,1632815,12,1,0,0,1,0,1,0,AZ,P,2,59 years,493,3,0,2,34 years
80757,12-10-19,0,0,0,0,1068,11,7110279,27,0,0,0,5,0,0,0,TX,M,38,53 years,494,3,0,2,31 years
64104,12-09-19,0,0,0,0,4683,16,7421562,11,0,0,0,3,0,0,0,AZ,P,7,38 years,494,1,0,3,16 years
18963,12-07-19,0,0,0,0,3262,28,6898918,14,0,0,0,5,0,0,0,TX,M,53,33 years,494,3,0,1,14 years
94501,11/28/2019,0,0,0,0,3220,2,5352949,12,1,0,0,1,0,1,0,AZ,P,55,56 years,494,3,0,3,33 years
24703,11/27/2019,0,0,0,0,2160,12,2400590,28,0,0,0,1,0,0,0,TX,M,41,54 years,494,4,0,2,35 years
24142,11/22/2019,0,0,0,0,3635,24,1889326,,0,0,0,5,0,0,0,TX,M,31,32 years,494,4,1,4,10 years
55717,11/22/2019,0,0,0,0,3510,5,7807521,30,0,0,0,3,0,0,0,AZ,M,56,35 years,494,2,0,2,15 years
66972,11/19/2019,0,0,0,0,2645,22,6610878,10,0,0,0,1,0,0,0,TX,P,32,44 years,494,5,0,2,20 years
69123,11/13/2019,0,0,0,0,4848,6,3762087,32,0,0,0,5,0,1,0,TX,P,29,24 years,494,4,0,2,4 years
70362,11-12-19,0,0,0,0,1643,25,1143673,28,0,0,0,4,0,0,0,AZ,P,42,44 years,494,4,0,3,19 years
22302,11-10-19,1,0,0,0,3546,27,3012098,10,1,0,0,5,0,0,0,CA,M,43,51 years,494,5,0,3,31 years
12324,11-09-19,0,0,0,1,781,13,4139141,12,0,0,0,1,0,0,0,TX,P,59,44 years,494,2,0,3,23 years
12770,11-04-19,1,0,0,0,1278,22,5058823,20,0,0,0,2,0,0,0,CA,P,4,35 years,494,6,0,3,13 years
23864,10/29/2019,0,0,0,0,2127,24,2509377,30,0,0,0,2,0,0,0,TX,P,11,40 years,494,4,0,4,20 years
4939,10/28/2019,0,0,0,0,959,,1406367,11,0,0,0,4,0,1,0,AZ,M,7,51 years,494,2,0,4,27 years
32111,10/25/2019,0,0,0,0,2942,8,2543905,7,0,1,0,1,0,1,0,TX,M,6,46 years,494,3,0,3,22 years
89391,12/19/2019,0,1,0,0,1046,14,5523055,9,0,0,1,3,0,0,0,TX,M,42,39 years,494,3,0,1,20 years
60620,12/19/2019,0,0,0,0,1703,28,4433146,10,1,0,0,5,0,0,0,TX,P,19,46 years,494,5,0,3,26 years
53017,12/13/2019,0,0,0,0,3878,4,5172116,12,0,0,0,2,0,0,0,AZ,M,21,50 years,494,4,0,2,28 years
99807,11/27/2019,0,0,0,0,3587,11,2608250,20,0,0,0,1,0,1,0,AZ,M,29,33 years,495,3,0,3,8 years
50229,11/24/2019,0,0,0,0,1741,25,2933715,11,0,0,0,4,0,0,0,TX,M,33,48 years,495,4,0,2,23 years
53355,11/23/2019,0,0,0,0,3778,4,5479477,32,0,0,0,3,0,0,0,AZ,M,44,24 years,495,3,0,4,6 years
15349,11/23/2019,0,0,0,0,3429,21,5864853,18,0,0,0,4,0,0,0,IL,M,42,46 years,495,7,0,1,22 years
56208,11-12-19,0,0,0,1,1919,13,6046435,24,0,0,0,2,0,0,0,TX,M,56,47 years,495,3,0,1,22 years
14896,11-10-19,0,0,0,0,3033,32,3487062,13,0,0,0,5,0,0,0,AZ,P,38,29 years,495,3,0,2,4 years
6985,11-05-19,0,0,0,0,1227,2,7932053,22,0,0,0,4,0,0,0,TX,M,32,38 years,495,6,0,2,20 years
13316,11-04-19,0,0,0,0,2263,7,4360595,9,0,0,0,3,0,0,0,AZ,M,8,42 years,495,2,0,4,22 years
68415,10/28/2019,0,0,0,0,1275,20,4190811,10,0,0,0,2,0,0,0,AZ,M,59,38 years,495,5,0,2,13 years
97909,10/23/2019,0,0,0,0,1522,2,3643419,18,0,0,0,3,0,0,0,AZ,P,57,52 years,495,5,0,3,28 years
3608,12/23/2019,0,0,0,0,929,23,4429100,24,0,0,0,5,0,0,0,AZ,P,52,23 years,495,4,0,1,3 years
4485,12/20/2019,1,0,0,0,1757,8,7034025,28,0,0,0,1,0,1,0,TX,M,33,31 years,495,4,0,3,7 years
20665,12/14/2019,0,0,0,0,3772,14,5781142,28,1,0,0,1,0,0,0,AZ,P,26,60 years,495,4,0,2,35 years
2403,12/14/2019,0,0,0,0,3468,31,5273530,30,0,0,0,4,0,0,0,TX,M,24,19 years,495,3,0,3,1 years
33878,12-12-19,1,0,0,0,2134,28,6336153,24,0,0,0,2,0,0,0,NJ,P,32,36 years,495,8,0,1,12 years
91185,11/26/2019,0,0,0,0,3735,5,1110431,,0,0,0,2,0,1,0,AZ,M,21,51 years,495,3,0,4,32 years
95239,11/21/2019,0,0,0,0,2247,24,3956253,24,0,0,0,3,0,0,0,TX,P,10,45 years,495,4,1,1,20 years
15785,11-07-19,0,0,0,0,1076,25,5872839,15,0,0,0,5,0,1,0,AZ,P,49,28 years,495,6,0,2,4 years
82280,11-05-19,1,0,0,0,4828,17,6278146,14,0,0,0,2,0,0,0,IN,M,30,38 years,495,4,0,3,18 years
49701,11-05-19,1,0,0,0,4365,1,4947838,32,0,0,0,5,0,1,0,NJ,P,11,41 years,495,3,0,1,20 years
93049,11-03-19,0,0,0,0,4442,28,5768565,18,0,0,1,5,0,1,0,AZ,P,9,28 years,495,4,0,2,3 years
95654,10/30/2019,0,0,0,0,3541,26,6349572,7,0,0,0,5,0,0,0,TX,M,2,31 years,495,3,0,3,9 years
63602,10/29/2019,0,0,0,0,3203,24,7712798,18,0,0,0,5,0,0,0,AZ,M,30,49 years,495,2,0,1,24 years
43059,12/30/2019,0,0,0,0,3265,32,5970484,20,1,0,1,3,0,0,0,AZ,P,48,50 years,495,5,0,2,30 years
69750,12/29/2019,0,0,0,0,3175,21,1164379,18,0,0,0,1,0,0,0,TX,P,60,37 years,496,4,0,1,15 years
67474,12/27/2019,1,0,0,0,3148,30,7520371,20,0,0,0,2,0,0,0,GA,P,7,56 years,496,5,0,2,33 years
29180,12/21/2019,0,0,0,0,3922,12,7272686,24,1,0,0,1,0,0,0,TX,M,39,32 years,496,3,0,1,10 years
80208,12/15/2019,0,0,0,0,635,20,6837818,18,0,0,0,3,0,0,0,AZ,M,26,44 years,496,3,0,1,25 years
97913,12-10-19,0,0,0,0,4909,20,1270086,14,0,0,0,5,0,0,0,AZ,M,8,57 years,496,3,0,3,34 years
894,12-04-19,0,0,0,0,1072,2,1789398,12,0,0,0,2,0,0,0,AZ,P,22,37 years,496,8,0,3,19 years
21182,12-04-19,0,0,0,0,1995,7,5771124,,0,0,0,3,0,0,0,TX,P,31,26 years,496,6,0,1,2 years
89793,11/28/2019,0,0,0,0,3106,1,7606202,9,0,0,0,5,0,0,0,TX,P,8,27 years,496,2,0,1,8 years
94665,11/24/2019,0,1,0,0,4043,22,4516745,24,0,0,0,4,0,0,0,TX,P,24,28 years,496,4,0,1,10 years
94990,11/22/2019,0,0,0,0,4798,4,2340969,7,0,0,0,4,0,0,0,AZ,P,56,36 years,496,4,1,3,18 years
14104,11-08-19,0,0,0,0,4656,24,5896150,10,0,0,0,4,0,1,0,AZ,M,25,30 years,496,2,0,4,8 years
86932,10/30/2019,0,0,0,0,2661,8,5812083,14,1,0,0,4,0,0,0,AZ,M,47,35 years,496,6,0,4,11 years
17352,10/24/2019,0,0,0,0,2476,11,3339818,18,0,0,0,4,0,0,0,TX,M,20,45 years,496,6,0,4,24 years
87562,10/22/2019,0,0,0,0,1208,27,1840988,32,0,0,0,2,0,0,0,TX,P,11,44 years,496,5,0,3,19 years
21153,12/30/2019,0,0,0,0,4284,28,5262396,26,0,0,1,1,0,0,0,AZ,M,7,48 years,497,4,0,2,27 years
92539,12/27/2019,0,0,0,0,3370,24,6825238,26,0,0,0,2,0,0,0,AZ,P,25,49 years,497,4,0,2,24 years
25410,12/20/2019,1,0,0,0,503,6,4710042,18,1,0,0,2,0,1,0,TX,P,10,46 years,497,13,0,3,27 years
35831,12/17/2019,0,0,0,0,3463,,2697631,8,0,0,0,3,0,0,0,TX,M,34,37 years,497,1,0,2,14 years
74748,12/14/2019,0,0,0,0,2322,31,5614392,20,0,0,0,4,0,1,0,TX,P,25,41 years,497,5,0,2,22 years
59807,12-09-19,0,0,0,0,4162,7,6651425,20,0,0,0,5,0,0,0,TX,P,24,38 years,497,1,0,2,16 years
61697,11/26/2019,1,0,0,0,721,21,1743828,12,0,0,0,5,0,0,0,GA,M,4,49 years,497,2,0,1,28 years
24722,11/23/2019,0,0,0,0,2339,8,1779387,24,0,0,0,4,1,0,0,AZ,M,7,33 years,497,6,0,1,9 years
76595,11/22/2019,1,0,0,0,4627,5,4960566,30,0,0,0,3,0,1,0,CA,M,15,30 years,497,3,0,4,11 years
72128,11/21/2019,0,0,0,0,824,27,5973571,8,0,0,0,5,0,0,0,TX,M,37,26 years,497,4,0,4,4 years
47011,11/18/2019,1,0,0,0,2046,2,4607243,15,0,0,0,3,0,0,0,GA,M,1,35 years,497,2,1,3,12 years
73609,11-06-19,0,0,0,0,2917,14,5770368,22,0,0,0,3,0,0,0,AZ,P,35,43 years,497,4,1,2,21 years
64611,11-06-19,0,0,0,0,1923,6,4681174,14,1,0,0,5,0,1,0,AZ,M,24,23 years,497,5,0,3,1 years
57738,11-05-19,0,0,0,0,3174,14,2427410,28,0,0,0,2,0,0,0,TX,P,10,57 years,497,2,0,3,33 years
56944,11-05-19,0,0,0,0,4228,8,5010309,32,0,0,0,2,0,1,0,TX,P,50,52 years,498,3,0,4,31 years
11571,10/26/2019,0,0,0,0,3027,5,7977083,28,0,0,0,5,0,0,0,TX,P,14,48 years,498,4,0,4,24 years
90627,12/31/2019,0,0,0,0,2799,,1884583,20,0,1,1,1,0,0,0,AZ,M,10,43 years,498,5,0,2,19 years
6630,12/28/2019,0,0,0,0,2203,31,1413867,,0,0,0,2,0,0,0,AZ,P,14,41 years,498,4,0,2,23 years
56459,12/24/2019,0,0,0,0,1288,32,4584921,10,0,1,0,2,0,1,0,AZ,P,36,31 years,498,2,0,2,10 years
57138,12/17/2019,0,0,0,1,3137,19,3192507,28,0,0,0,2,0,0,0,IL,M,59,20 years,498,2,0,2,1 years
66579,12/16/2019,0,0,0,0,2735,16,3546559,30,0,0,0,1,0,0,0,AZ,M,49,53 years,498,2,0,1,32 years
8732,12/16/2019,0,0,0,0,4393,15,3759514,30,1,0,0,1,0,0,0,CA,P,4,58 years,498,3,0,2,35 years
20846,12/15/2019,0,0,0,0,1072,,2575166,,0,0,0,2,0,0,0,TX,M,8,49 years,498,3,0,2,26 years
56067,12-02-19,0,0,0,0,4577,5,4719150,26,0,0,0,4,0,1,0,AZ,M,14,55 years,498,3,1,3,35 years
12872,11/25/2019,0,0,1,0,1743,8,2036748,30,0,0,0,1,0,0,0,TX,M,60,48 years,498,3,0,1,30 years
2652,11/22/2019,1,0,0,0,1931,7,4446547,13,0,0,0,1,0,1,0,IN,M,21,27 years,498,3,0,1,4 years
91056,11/20/2019,0,0,0,0,4045,24,6259039,14,0,0,0,4,0,0,0,TX,P,59,36 years,498,6,0,1,11 years
50102,11/16/2019,0,0,0,0,657,,6297318,,0,0,0,4,0,0,0,AZ,P,13,32 years,498,5,0,2,7 years
80305,10/22/2019,0,0,0,0,1167,3,5758282,15,0,0,0,1,0,0,0,AZ,P,36,24 years,498,8,0,3,2 years
63256,12/25/2019,0,0,0,0,4178,6,5673428,24,1,0,0,2,0,1,0,TX,M,55,47 years,498,5,0,1,26 years
98206,12/22/2019,0,0,1,0,1999,16,2559868,27,0,0,0,1,0,0,0,AZ,P,9,27 years,498,2,0,2,2 years
63326,12/18/2019,0,0,0,0,795,29,6152181,12,0,0,0,4,0,1,0,TX,P,48,24 years,498,4,0,3,4 years
57109,12-05-19,0,0,0,0,2609,31,1212541,30,0,0,0,5,0,0,0,AZ,P,57,46 years,499,3,0,2,27 years
31720,11/30/2019,1,0,0,0,778,1,3447214,8,0,0,0,1,0,0,0,CA,P,2,40 years,499,2,0,2,18 years
84146,11/28/2019,0,0,0,0,1831,28,3074777,26,0,0,1,3,0,0,0,AZ,M,15,52 years,499,6,1,2,31 years
34111,11/27/2019,0,0,0,0,633,22,3627825,9,0,0,0,1,0,0,0,TX,P,17,22 years,499,7,0,4,1 years
1674,11/22/2019,1,0,0,0,939,30,6519097,18,0,0,0,5,0,0,0,NJ,P,8,36 years,499,4,0,3,17 years
75124,11/21/2019,0,0,0,0,3061,,7732686,12,0,0,0,3,0,0,0,AZ,P,1,43 years,499,5,0,2,20 years
12333,11/21/2019,0,0,0,0,795,32,6184007,28,0,0,0,4,0,0,0,AZ,P,25,43 years,499,7,0,2,21 years
73197,11/19/2019,0,0,0,0,2612,7,5848802,28,0,0,0,4,0,1,0,TX,P,35,29 years,499,2,0,2,8 years
24408,11-11-19,1,0,0,0,2381,10,2486108,22,1,0,0,2,0,0,0,NJ,M,50,32 years,499,4,0,1,11 years
74495,11-10-19,0,0,0,0,3984,20,5270013,10,0,0,0,2,0,0,0,TX,P,49,29 years,499,2,0,4,5 years
85056,12/31/2019,0,0,0,0,4452,1,3208050,18,0,0,1,2,0,0,0,AZ,P,14,22 years,499,3,0,2,1 years
14745,12/30/2019,0,0,0,0,1615,8,7225137,20,0,0,0,1,0,0,0,AZ,P,37,37 years,499,4,0,2,14 years
36794,12/20/2019,0,0,0,0,878,19,1339892,18,0,0,0,2,0,1,0,TX,M,60,26 years,499,4,0,2,8 years
61873,12/20/2019,0,0,0,0,2441,13,3566555,15,1,0,0,2,0,1,0,TX,M,14,53 years,499,3,0,2,32 years
75392,12/19/2019,1,0,0,0,1607,6,7986156,8,0,0,0,5,0,0,0,NJ,M,5,30 years,499,3,0,1,12 years
82510,12-01-19,0,0,0,0,4326,20,1603178,15,0,0,0,2,0,1,0,TX,P,53,51 years,499,4,0,4,27 years
47741,11/29/2019,1,0,0,0,3111,7,7619713,13,0,0,0,4,0,0,0,NJ,P,41,24 years,500,4,0,3,6 years
3504,11/28/2019,0,0,0,0,4961,15,1534710,30,0,0,0,1,0,1,0,AZ,M,10,42 years,500,6,0,4,24 years
54212,11/22/2019,1,0,0,0,1985,32,3910403,28,0,0,0,2,0,1,0,GA,P,14,57 years,500,4,1,4,34 years
14371,11/21/2019,0,1,0,0,2768,4,5762543,11,0,0,0,3,0,0,0,AZ,M,9,28 years,500,4,0,2,8 years
81410,11/17/2019,0,0,0,0,1164,14,6964739,18,0,0,0,4,0,0,0,AZ,P,35,55 years,500,7,0,4,34 years
21077,11/15/2019,1,0,0,0,915,18,2401348,10,0,0,0,5,0,0,0,AZ,P,30,27 years,500,2,0,1,8 years
21624,11-12-19,0,0,0,0,3678,28,2717624,32,0,0,0,5,0,1,0,TX,P,21,27 years,500,3,0,2,9 years
29244,11-09-19,0,0,0,0,584,7,5042591,30,0,0,1,5,0,0,0,AZ,P,37,34 years,500,3,0,4,12 years
17330,11-08-19,0,0,0,0,3080,12,7267809,8,0,0,0,4,0,0,0,AZ,P,44,45 years,500,2,0,2,23 years
21487,11-07-19,0,0,0,0,1458,27,3311407,8,0,0,0,2,0,1,0,AZ,P,25,54 years,500,5,0,4,32 years
59533,10/28/2019,0,0,0,0,955,9,3685671,7,0,0,0,2,0,1,0,TX,P,42,55 years,500,7,0,3,30 years
93825,10/26/2019,0,0,0,0,1759,7,3028126,9,1,0,0,1,0,1,0,TX,P,34,51 years,500,4,0,1,33 years
32952,10/25/2019,0,0,0,0,4163,18,3557699,22,0,0,0,2,0,0,0,AZ,P,25,28 years,500,2,0,1,9 years
13034,10/25/2019,0,0,0,0,4321,14,6384397,28,0,0,0,2,0,0,0,AZ,P,11,41 years,500,4,0,2,17 years
14442,10/21/2019,1,0,0,0,2505,13,3908506,30,0,0,0,1,0,0,0,FL,P,55,34 years,500,2,0,1,16 years
23248,10/21/2019,0,0,0,0,3255,21,6496095,9,0,0,0,2,0,0,0,AZ,M,21,24 years,500,3,0,2,5 years
76422,12/29/2019,0,0,0,0,4574,16,2337039,26,0,0,0,1,0,0,0,AZ,M,36,26 years,500,4,0,3,7 years
84773,12/25/2019,1,0,0,0,1310,23,5579379,30,0,0,0,4,0,0,0,CA,P,27,30 years,501,4,0,2,8 years
28609,12/15/2019,1,0,0,0,4773,16,6280887,12,0,0,0,2,0,0,0,GA,P,25,26 years,501,4,0,3,2 years
71296,12/14/2019,0,0,0,0,3262,4,2347732,14,0,0,0,4,0,0,0,AZ,M,52,37 years,501,3,0,3,13 years
2182,11/30/2019,0,0,0,0,1690,5,6907134,26,0,0,0,4,0,0,0,AZ,P,14,44 years,501,4,0,2,20 years
26601,11/28/2019,0,0,0,0,1927,7,6842659,18,0,0,0,1,0,0,0,AZ,P,44,20 years,501,6,0,2,1 years
12750,11/20/2019,0,0,0,0,3950,90,3534273,13,0,0,0,1,0,1,0,AZ,P,31,34 years,501,5,0,2,15 years
59853,11/19/2019,0,0,0,0,1268,4,6990541,9,0,0,0,3,0,0,0,TX,P,7,52 years,501,3,0,2,32 years
94630,11/17/2019,0,0,0,0,4263,11,4171209,28,0,0,0,5,0,1,0,TX,M,30,55 years,501,4,0,2,34 years
37079,11/15/2019,0,0,0,0,3594,,1861836,27,0,0,1,5,0,0,0,AZ,M,16,53 years,501,2,0,1,34 years
65391,11/13/2019,0,0,0,0,2347,17,1610353,7,0,0,1,2,0,1,0,TX,M,43,55 years,501,2,0,2,33 years
85755,11-12-19,0,0,0,0,798,16,3481538,9,0,0,0,3,0,1,0,AZ,M,19,32 years,501,4,0,3,13 years
71851,11-04-19,0,0,0,0,2265,,2161238,24,0,0,0,5,0,0,0,AZ,M,53,29 years,501,4,1,2,4 years
66648,11-03-19,0,0,0,0,2137,31,5473675,28,0,0,0,1,0,0,0,AZ,M,59,45 years,501,4,0,1,25 years
53354,11-03-19,0,0,0,0,3496,25,4555706,22,0,0,0,4,0,0,0,TX,P,4,40 years,501,5,0,2,22 years
59227,11-02-19,1,0,0,0,3165,32,3101857,8,0,0,0,5,0,1,0,AZ,P,1,50 years,501,5,0,2,31 years
5269,10/29/2019,0,1,0,0,586,25,1637765,22,0,0,1,2,0,0,0,TX,P,8,39 years,501,2,0,4,18 years
42867,12/25/2019,0,0,0,0,2556,10,7335425,14,0,0,0,4,0,1,0,TX,M,40,40 years,501,3,0,2,19 years
39986,12/16/2019,0,0,0,0,2554,32,3627605,11,0,0,0,5,0,1,0,AZ,P,42,40 years,502,5,0,2,17 years
10554,12-12-19,0,0,0,0,2037,18,5187369,,0,0,0,3,0,0,0,TX,P,14,51 years,502,5,0,1,32 years
74262,12-10-19,0,0,0,0,4062,20,7427099,28,0,0,0,4,0,0,0,AZ,P,49,53 years,502,3,0,2,31 years
22755,12-05-19,0,0,0,0,1392,7,7774566,15,0,0,0,1,0,0,0,TX,P,30,51 years,502,4,0,4,26 years
62669,11/25/2019,0,0,0,0,824,25,3840676,22,0,0,0,3,0,0,0,TX,M,49,27 years,502,1,0,1,5 years
10064,11/23/2019,0,0,0,0,4033,,1158934,,1,0,0,3,0,0,0,TX,M,41,37 years,502,2,0,3,16 years
49867,11/22/2019,1,0,0,0,4391,31,4371831,27,0,0,0,5,0,1,0,IN,M,4,40 years,502,4,0,3,19 years
5617,11-11-19,0,0,0,0,3588,22,3956162,28,0,0,0,5,0,0,0,AZ,M,26,59 years,502,6,0,3,35 years
7419,11-10-19,0,0,0,0,2539,10,1518997,28,0,0,0,2,0,0,0,TX,P,19,34 years,502,4,0,1,13 years
85412,11-09-19,0,0,0,0,4263,2,1569635,32,0,0,0,2,0,1,0,AZ,P,18,48 years,502,6,0,3,29 years
3251,11-01-19,0,0,0,0,817,30,1930164,32,0,0,0,5,0,1,0,AZ,P,26,24 years,502,8,0,3,5 years
75038,10/31/2019,0,0,0,0,3480,30,1681985,18,0,0,0,1,0,1,0,TX,P,33,46 years,502,5,0,3,22 years
